formula_normalized,count,functions,examples
"B101*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P101
"IF(B102=0,0,'Grunddaten(3)'!J$17+'Grunddaten(3)'!J$18/B102)",1,IF,Ergeb. (2)!F102
"IF(E102=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E102,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E102,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E102,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E102,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E102,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E102,'Grunddaten(3)'!$F$49*E102)))))))",1,IF,Ergeb. (2)!H102
"ROUND(G102*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I102
"ROUND(H102*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J102
N103-31,1,,Ergeb. (2)!N102
"C102*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O102
"B102*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P102
"IF(B103=0,0,'Grunddaten(3)'!K$17+'Grunddaten(3)'!K$18/B103)",1,IF,Ergeb. (2)!F103
"IF(E103=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E103,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E103,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E103,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E103,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E103,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E103,'Grunddaten(3)'!$F$49*E103)))))))",1,IF,Ergeb. (2)!H103
"ROUND(G103*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I103
"ROUND(H103*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J103
N104-30,1,,Ergeb. (2)!N103
"C103*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O103
"B103*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P103
"IF(B104=0,0,'Grunddaten(3)'!L$17+'Grunddaten(3)'!L$18/B104)",1,IF,Ergeb. (2)!F104
"IF(E104=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E104,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E104,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E104,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E104,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E104,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E104,'Grunddaten(3)'!$F$49*E104)))))))",1,IF,Ergeb. (2)!H104
"ROUND(G104*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I104
"ROUND(H104*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J104
N105-31,1,,Ergeb. (2)!N104
"C104*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O104
"B104*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P104
"IF(B105=0,0,'Grunddaten(3)'!M$17+'Grunddaten(3)'!M$18/B105)",1,IF,Ergeb. (2)!F105
"IF(E105=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E105,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E105,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E105,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E105,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E105,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E105,'Grunddaten(3)'!$F$49*E105)))))))",1,IF,Ergeb. (2)!H105
"ROUND(G105*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I105
"ROUND(H105*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J105
N106-30,1,,Ergeb. (2)!N105
"C105*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O105
"B105*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P105
"IF(B106=0,0,'Grunddaten(3)'!N$17+'Grunddaten(3)'!N$18/B106)",1,IF,Ergeb. (2)!F106
"IF(E106=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E106,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E106,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E106,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E106,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E106,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E106,'Grunddaten(3)'!$F$49*E106)))))))",1,IF,Ergeb. (2)!H106
"ROUND(G106*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I106
"ROUND(H106*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J106
N107-31,1,,Ergeb. (2)!N106
"C106*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O106
"B106*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P106
"IF(B107=0,0,'Grunddaten(3)'!O$17+'Grunddaten(3)'!O$18/B107)",1,IF,Ergeb. (2)!F107
"IF(E107=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E107,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E107,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E107,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E107,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E107,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E107,'Grunddaten(3)'!$F$49*E107)))))))",1,IF,Ergeb. (2)!H107
"ROUND(G107*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I107
"ROUND(H107*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J107
N108-31,1,,Ergeb. (2)!N107
"C107*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O107
"B107*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P107
'Zählerst.(2)'!G166,1,,Ergeb. (2)!C108
"IF(B108=0,0,'Grunddaten(3)'!P$17+'Grunddaten(3)'!P$18/B108)",1,IF,Ergeb. (2)!F108
"IF(E108=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E108,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E108,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E108,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E108,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E108,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E108,'Grunddaten(3)'!$F$49*E108)))))))",1,IF,Ergeb. (2)!H108
"ROUND(G108*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I108
"ROUND(H108*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J108
N109-30,1,,Ergeb. (2)!N108
"C108*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O108
"B108*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P108
"IF(B109=0,0,'Grunddaten(3)'!Q$17+'Grunddaten(3)'!Q$18/B109)",1,IF,Ergeb. (2)!F109
"IF(E109=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E109,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E109,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E109,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E109,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E109,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E109,'Grunddaten(3)'!$F$49*E109)))))))",1,IF,Ergeb. (2)!H109
"ROUND(G109*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I109
"ROUND(H109*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J109
N110-31,1,,Ergeb. (2)!N109
"C109*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O109
"B109*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P109
"IF(B110=0,0,'Grunddaten(3)'!R$17+'Grunddaten(3)'!R$18/B110)",1,IF,Ergeb. (2)!F110
"IF(E110=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E110,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E110,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E110,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E110,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E110,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E110,'Grunddaten(3)'!$F$49*E110)))))))",1,IF,Ergeb. (2)!H110
"ROUND(G110*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I110
"ROUND(H110*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J110
N111-30,1,,Ergeb. (2)!N110
"C110*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O110
"B110*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P110
"IF(B111=0,0,'Grunddaten(3)'!S$17+'Grunddaten(3)'!S$18/B111)",1,IF,Ergeb. (2)!F111
"IF(E111=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E111,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E111,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E111,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E111,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E111,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E111,'Grunddaten(3)'!$F$49*E111)))))))",1,IF,Ergeb. (2)!H111
"ROUND(G111*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I111
"ROUND(H111*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J111
N112-31,1,,Ergeb. (2)!N111
"C111*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O111
"B111*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P111
"IF(B112=0,0,'Grunddaten(3)'!T$17+'Grunddaten(3)'!T$18/B112)",1,IF,Ergeb. (2)!F112
"IF(E112=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E112,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E112,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E112,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E112,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E112,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E112,'Grunddaten(3)'!$F$49*E112)))))))",1,IF,Ergeb. (2)!H112
"ROUND(G112*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I112
"ROUND(H112*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J112
"DATE('Grunddaten(3)'!$F$31+3,12,31)",1,DATE,Ergeb. (2)!N112
"C112*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O112
"B112*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P112
'Grunddaten(3)'!F31+3,1,,Ergeb. (2)!A114
"IF(COUNTIF(F101:F112,"">0"")=0,0,SUM(F101:F112)/COUNTIF(F101:F112,"">0""))",1,"COUNTIF, IF, SUM",Ergeb. (2)!F114
"IF(B114=0,0,D114/B114)",1,IF,Ergeb. (2)!L114
"IF(B114=0,0,C114/B114)",1,IF,Ergeb. (2)!M114
SUM(O100:O112),1,SUM,Ergeb. (2)!O114
SUM(P101:P113),1,SUM,Ergeb. (2)!P114
O114+'Grunddaten(3)'!V16*12*(1+'Grunddaten(3)'!$F$17),1,,Ergeb. (2)!P115
H115*1.19,1,,Ergeb. (2)!H116
(D114+E114)*'Grunddaten(3)'!F64/1000/1000,1,,Ergeb. (2)!C118
H118/L118,1,,Ergeb. (2)!J118
H118*1.19,1,,Ergeb. (2)!H119
(M24+M56+M87+M119+M183)/J118/12,1,,Ergeb. (2)!L119
"IF(B133=0,0,'Grunddaten(3)'!I$20+'Grunddaten(3)'!I$21/B133)",1,IF,Ergeb. (2)!F133
"IF(E133=0,0,IF('Grunddaten(3)'!$A$55>0,'Grunddaten(3)'!$F$55*E133,IF('Grunddaten(3)'!$A$54>0,'Grunddaten(3)'!$F$54*E133,IF('Grunddaten(3)'!$A$53>0,'Grunddaten(3)'!$F$53*E133,IF('Grunddaten(3)'!$A$52>0,'Grunddaten(3)'!$F$52*E133,IF('Grunddaten(3)'!$A$51>0,'Grunddaten(3)'!$F$51*E133,IF('Grunddaten(3)'!$A$50>0,'Grunddaten(3)'!$F$50*E133,'Grunddaten(3)'!$F$49*E133)))))))",1,IF,Ergeb. (2)!H133
"ROUND(G133*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!I133
"ROUND(H133*'Grunddaten(3)'!$F$17,2)",1,ROUND,Ergeb. (2)!J133
"IF(B133=0,0,D133/B133)",1,IF,Ergeb. (2)!L133
"IF(B133=0,0,C133/B133)",1,IF,Ergeb. (2)!M133
N134-28,1,,Ergeb. (2)!N133
"C133*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!O133
"B133*IF('Grunddaten(3)'!$C$55>0,'Grunddaten(3)'!$D$55*1.19,IF('Grunddaten(3)'!$C$54>0,'Grunddaten(3)'!$D$54*1.19,IF('Grunddaten(3)'!$C$53>0,'Grunddaten(3)'!$D$53*1.19,IF('Grunddaten(3)'!$C$52>0,'Grunddaten(3)'!$D$52*1.19,IF('Grunddaten(3)'!$C$51>0,'Grunddaten(3)'!$D$51*1.19,IF('Grunddaten(3)'!$C$50>0,'Grunddaten(3)'!$D$50*1.19,'Grunddaten(3)'!$D$49*1.19))))))",1,IF,Ergeb. (2)!P133
"IF(B134=0,0,'Grunddaten(3)'!J$20+'Grunddaten(3)'!J$21/B134)",1,IF,Ergeb. (2)!F134
